seed,team,archetype,starting_auction_budget,players_needed,starter_slots_needed,bench_slots_needed,total_spend,unused_cash,number_of_bids,number_of_wins,number_of_blocked_bids,zero_utility_blocks,feasibility_blocks,budget_blocks,roster_cap_blocks,highest_price_paid,starter_spend,bench_spend,QB_spend,RB_spend,WR_spend,TE_spend
12,Coby,emotional,274,9,9,6,273.9984933333334,0.0,189,9,426,0,0,426,0,234.36111111111114,363.36111111111114,36.63738222222222,3.5599999999999996,236.36111111111114,2.0,32.07738222222223
12,Evan,stars_and_scrubs,184,9,9,6,184.00111111111113,0.0,266,9,317,0,0,317,0,129.0,337.18888888888887,52.812222222222225,1.0,179.08611111111114,2.726111111111111,1.1888888888888889
12,James,balanced,297,9,9,6,271.6099763536171,25.38,272,9,0,0,0,0,0,69.79577777777779,221.6425315758393,152.96744477777779,14.18718,130.53786444444444,118.50251146472817,8.382420444444445
12,Jason,balanced,209,9,9,6,188.93991053873,20.06,214,9,48,0,0,48,0,53.75,221.34745777777775,153.59245276095223,38.95618242761891,139.4869081111111,10.49682,0.0
12,Reid,balanced,260,9,9,6,234.3268713888889,25.68,204,9,15,0,0,15,0,70.0,324.62134,59.705531388888886,1.0,15.58852777777778,210.2937036111111,7.44464
12,Ryan J,positional_extremist_wr,257,9,9,6,257.00010777777777,0.0,176,9,337,0,0,337,0,181.0,385.96906777777775,7.031040000000001,1.0,5.031040000000001,250.96906777777778,0.0
12,Sam,anchor,223,9,9,6,215.16691597222223,7.84,204,9,218,0,0,218,0,177.0,341.53175000000005,35.635165972222225,8.0,191.95627708333336,13.499597222222222,1.7110416666666668
12,Shane,positional_extremist_rb,324,9,9,6,324.00189777777774,0.0,108,9,512,0,0,512,0,274.0,384.00189777777774,16.0,1.0,275.0,44.54189777777778,3.460000000000001
12,Travis,value_purist,264,9,9,6,263.99605555555553,0.0,121,9,318,0,0,318,0,93.67672222222222,354.15605555555555,22.84,2.0,182.67672222222222,78.31933333333333,1.0
13,Brad,emotional,281,9,9,6,281.0,0.0,113,9,431,0,0,431,0,257.0,381.0,19.0,2.0,277.0,2.0,0.0
13,Brandon,price_enforcer,184,9,9,6,151.99947831797815,32.0,234,9,39,0,0,39,0,36.31920000000001,294.0013611111111,78.99811720686704,29.886384984644792,73.21234111111112,6.03,42.87075222222223
13,CJ,price_enforcer,264,9,9,6,219.1954139116916,44.82,260,9,2,0,0,2,0,56.39376,253.30662222222222,101.88879168946937,3.2819622222222224,148.23932133333335,51.8610500228027,15.813080333333334
13,Coby,price_enforcer,274,9,9,6,233.38409777777778,40.62,249,9,0,0,0,0,0,57.87733333333333,172.03509222222226,187.34900555555555,27.08247888888889,176.8761966666667,29.425422222222224,0.0
13,Evan,stars_and_scrubs,184,9,9,6,184.00680386072702,0.0,208,9,353,0,0,353,0,77.75280386072701,350.816803860727,39.19,2.0,79.75280386072701,101.254,1.0
13,James,price_enforcer,297,9,9,6,253.191572769593,43.79,243,9,0,0,0,0,0,60.458000000000006,211.72296905298626,144.46860371660676,9.289000000000001,60.42151888888889,183.48105388070408,0.0
13,Jason,emotional,209,9,9,6,209.0023666666667,0.0,195,9,360,0,0,360,0,176.0,387.6723666666667,7.33,2.0,179.0,24.67236666666667,3.33
13,Reid,value_purist,260,9,9,6,260.00168444444444,0.0,171,9,232,0,0,232,0,100.25,390.97168444444446,19.03,1.0,216.72433333333336,42.277351111111116,0.0
13,Ryan J,balanced,257,9,9,6,231.68242069888979,25.32,220,9,5,0,0,5,0,65.0,307.0962948141656,60.58612588472417,25.33307893313418,9.835285384724163,170.40470716666667,26.109349214364787
13,Sam,stars_and_scrubs,223,9,9,6,215.06967555555556,7.93,123,9,332,0,0,332,0,202.0,366.82878222222223,10.240893333333334,1.4805555555555556,204.89337777777777,5.86696,2.8287822222222223
13,Shane,price_enforcer,324,9,9,6,271.5802262618934,52.42,212,9,0,0,0,0,0,70.5956982899391,247.99567745660576,99.58454880528764,51.22532666666667,66.76593333333334,149.8953662618934,3.6936000000000004
13,Travis,emotional,264,9,9,6,264.0015422222222,0.0,129,9,440,0,0,440,0,216.0,361.0015422222222,16.0,1.0,258.6315422222222,2.0,2.37
14,Brad,balanced,281,9,9,6,252.62754366666667,28.36,284,9,0,0,0,0,0,61.95538888888888,254.71109333333334,116.91645033333333,1.0,127.65916000000001,123.96838366666667,0.0
14,Brandon,price_enforcer,184,9,9,6,156.81554082490214,27.19,204,9,86,0,0,86,0,37.14732333333334,262.4575688888889,115.35797193601324,38.26054526934658,56.49688888888889,62.058106666666674,0.0
14,CJ,positional_extremist_wr,264,9,9,6,263.9985416666667,0.0,248,9,249,0,0,249,0,216.0,381.6965,18.302041666666668,2.0,40.8065,220.19204166666665,1.0
14,Coby,anchor,274,9,9,6,269.1995254123525,4.79,206,9,326,0,0,326,0,249.0,382.07425,13.12527541235252,6.770833333333333,254.53127541235253,3.54925,4.348166666666667
14,Evan,stars_and_scrubs,184,9,9,6,184.0035,0.0,265,9,393,0,0,393,0,87.0,295.0,95.0035,2.0,164.0435,16.96,1.0
14,James,tier_controller,297,9,9,6,293.8439343333334,3.16,114,9,333,0,0,333,0,256.0,369.66170500000004,27.182229333333336,1.0,23.88413866666667,259.8248106666667,9.134985000000002
14,Jason,anchor,209,9,9,6,199.63887875,9.36,230,9,204,0,0,204,0,165.66666666666666,367.75204208333327,17.886836666666664,7.390041666666667,177.08274999999998,2.3170199999999994,12.849067083333333
14,Reid,price_enforcer,260,9,9,6,219.4045598888889,40.58,225,9,3,0,0,3,0,45.225122222222225,270.6388404444445,98.76571944444444,9.360975555555555,133.36689544444445,76.67668888888889,0.0
14,Ryan J,anchor,257,9,9,6,247.36650166666664,9.64,227,9,163,0,0,163,0,202.0,335.211765,48.15473666666667,6.534375,221.05153666666664,7.958399999999999,11.82219
14,Sam,positional_extremist_wr,223,9,9,6,221.37425670153695,1.62,202,9,65,0,0,65,0,95.0,283.6647433333333,99.7095133682036,0.0,95.0,119.78958670153693,6.584669999999999
14,Shane,balanced,324,9,9,6,301.0938499796447,22.92,244,9,0,0,0,0,0,91.0,250.77482305555557,126.31902692408912,12.13611111111111,216.01066992408911,41.60275227777778,31.344316666666668
14,Travis,positional_extremist_rb,264,9,9,6,263.995,0.0,52,9,591,0,0,591,0,251.12500000000003,370.995,6.0,6.0,255.99500000000003,0.0,2.0
15,Brad,emotional,281,9,9,6,281.00333333333333,0.0,240,9,377,0,0,377,0,251.5533333333333,394.0033333333333,6.0,2.0,255.5533333333333,23.45,0.0
15,Brandon,tier_controller,184,9,9,6,179.7986865635406,4.19,294,9,111,0,0,111,0,105.0,349.1810702222222,51.617616341318374,3.6470400000000005,149.45346138888888,12.034176,14.664009174651714
15,CJ,tier_controller,264,9,9,6,263.8796311111111,0.12,120,9,363,0,0,363,0,235.18055555555557,377.4994177777778,22.380213333333334,1.0,241.02944444444447,13.751271111111112,8.098915555555557
15,Coby,price_enforcer,274,9,9,6,230.77315111111113,43.23,219,9,11,0,0,11,0,55.24088888888889,215.60846222222222,141.16468888888892,8.390816666666666,109.79316,89.13917444444445,23.45
15,Evan,value_purist,184,9,9,6,183.99345888888888,0.0,226,9,258,0,0,258,0,62.0,275.2175088888889,114.77595,2.73,176.2634588888889,4.0,1.0
15,James,anchor,297,9,9,6,292.55457750000005,4.42,187,9,306,0,0,306,0,273.0,378.88508333333334,16.669494166666663,4.566666666666666,285.1028275,0.0,2.885083333333333
15,Jason,balanced,209,9,9,6,190.9886615071989,18.0,189,9,71,0,0,71,0,47.3065969326968,272.81487817386557,104.17378333333333,38.4552545745021,89.07544026603013,41.0,22.457966666666664
15,Reid,stars_and_scrubs,260,9,9,6,260.00333333333333,0.0,110,9,465,0,0,465,0,192.0,402.43,7.573333333333334,1.4661111111111111,62.52444444444444,196.01277777777779,0.0
15,Ryan J,anchor,257,9,9,6,248.89254652777777,8.12,278,9,136,0,0,136,0,215.64444444444445,340.6414331944444,44.25111333333333,7.258330416666665,10.216416666666666,227.4404661111111,3.9773333333333327
15,Sam,positional_extremist_wr,223,9,9,6,220.8830413888889,2.12,218,9,62,0,0,62,0,89.0,344.0228247777777,38.86021661111113,0.0,89.0,124.08060388888889,7.802437499999999
15,Shane,emotional,324,9,9,6,324.0,0.0,126,9,492,0,0,492,0,290.0,384.0,16.0,1.0,292.0,30.0,1.0
15,Travis,balanced,264,9,9,6,242.7563786666667,21.23,207,9,19,0,0,19,0,63.0,267.32201722222226,88.43436144444445,25.32789333333334,99.95249777777778,117.47598755555556,0.0
16,Brad,positional_extremist_rb,281,9,9,6,280.9991733333334,0.0,135,9,524,0,0,524,0,267.0,380.9991733333334,19.0,2.0,276.9991733333334,0.0,2.0
16,Brandon,positional_extremist_wr,184,9,9,6,182.78389096472912,1.22,276,9,125,0,0,125,0,58.0,269.14442,134.6394709647291,1.7622222222222224,106.10894957584021,74.91271916666666,0.0
16,CJ,price_enforcer,264,9,9,6,218.52375555555557,45.48,180,9,26,0,0,26,0,49.0,190.2214277777778,164.30232777777778,11.472261111111113,138.74916666666667,68.30232777777778,0.0
16,Coby,anchor,274,9,9,6,268.1931629166666,5.81,173,9,333,0,0,333,0,233.54166666666666,140.8562,253.33696291666664,1.4459499999999998,252.76887499999998,13.978337916666666,0.0
16,Evan,tier_controller,184,9,9,6,184.00201777777778,0.0,314,9,348,0,0,348,0,174.51,372.90999999999997,17.092017777777777,1.0,3.0,176.60201777777777,3.4000000000000004
16,James,stars_and_scrubs,297,9,9,6,296.9952611111111,0.0,118,9,518,0,0,518,0,274.0,379.7188888888889,20.27637222222222,1.2888888888888888,276.12,3.0,16.58637222222222
16,Jason,positional_extremist_rb,209,9,9,6,208.99660555555553,0.0,301,9,323,0,0,323,0,176.0,385.6066055555556,9.39,19.09691666666667,186.89968888888887,1.0,2.0
16,Reid,anchor,260,9,9,6,259.99920041666667,0.0,202,9,463,0,0,463,0,249.78666666666666,374.78920041666663,35.21,1.88395875,252.99666666666667,4.118575,1.0
16,Ryan J,stars_and_scrubs,257,9,9,6,256.99978723370106,0.0,298,9,358,0,0,358,0,201.99867612258993,362.71645390036764,30.28333333333333,1.0199999999999996,203.28200945592326,50.69777777777777,2.0
16,Sam,positional_extremist_wr,223,9,9,6,223.004,0.0,160,9,345,0,0,345,0,177.49333333333334,378.86400000000003,6.14,1.0,0.0,219.004,3.0
16,Shane,positional_extremist_rb,324,9,9,6,324.0,0.0,85,9,601,0,0,601,0,290.0,384.0,16.0,1.0,320.0,2.0,1.0
16,Travis,stars_and_scrubs,264,9,9,6,264.0027777777778,0.0,156,9,472,0,0,472,0,253.0,358.9111111111111,18.09166666666667,1.661111111111111,258.40166666666664,1.6900000000000002,2.25
17,Brad,tier_controller,281,9,9,6,279.7319946666667,1.27,159,9,345,0,0,345,0,250.25000000000003,358.6611111111111,40.070883555555554,1.0,253.64048888888894,12.848483555555555,12.243022222222223
17,Brandon,price_enforcer,184,9,9,6,158.02925666666667,25.98,187,9,107,0,0,107,0,36.0,278.4856022222222,100.54365444444446,26.981305555555558,55.88184444444445,65.42266666666667,9.743440000000001
17,CJ,stars_and_scrubs,264,9,9,6,264.0,0.0,123,9,569,0,0,569,0,256.0,384.0,16.0,2.0,260.0,2.0,0.0
17,Coby,balanced,274,9,9,6,251.84992861111112,22.15,261,9,11,0,0,11,0,65.40487777777778,212.1788575,165.6710711111111,7.398499166666667,144.74923611111112,99.70219333333334,0.0
17,Evan,positional_extremist_rb,184,9,9,6,184.00132222222223,0.0,260,9,223,0,0,223,0,80.70355555555557,291.32133333333337,98.6799888888889,3.0,177.38840555555558,0.0,3.612916666666667
17,James,positional_extremist_wr,297,9,9,6,296.9993072222222,0.0,137,9,534,0,0,534,0,257.0,393.9393072222222,6.06,1.0,291.9393072222222,4.06,0.0
17,Jason,tier_controller,209,9,9,6,209.00708844444443,0.0,312,9,225,0,0,225,0,177.0,381.6082777777778,13.398810666666668,13.37431111111111,179.18333333333334,11.932750666666669,4.516693333333334
17,Reid,anchor,260,9,9,6,250.95630055555557,9.05,328,9,104,0,0,104,0,201.0,331.9147383333334,69.04156222222221,9.278633333333334,24.945365,208.39495555555555,8.337346666666665
17,Ryan J,stars_and_scrubs,257,9,9,6,256.9848333333333,0.01,262,9,363,0,0,363,0,188.66666666666666,188.1603888888889,204.82444444444445,1.0,62.343722222222226,190.96666666666664,2.6744444444444446
17,Sam,balanced,223,9,9,6,204.85941633333334,18.15,207,9,63,0,0,63,0,55.0,271.0941111111111,95.76530522222224,0.0,41.761710222222234,158.0977061111111,5.0
17,Shane,positional_extremist_rb,324,9,9,6,324.0023533333333,0.0,101,9,574,0,0,574,0,289.0,383.8523533333333,16.15,1.0,316.8623333333333,5.14002,1.0
17,Travis,anchor,264,9,9,6,263.4461073554561,0.56,174,9,438,0,0,438,0,252.0,358.5355555555555,17.910551799900553,2.28,254.32335735545612,4.587194444444444,2.2555555555555555
18,Brad,emotional,281,9,9,6,280.15158333333335,0.85,173,9,447,0,0,447,0,266.0,377.5045166666667,21.647066666666664,2.0,271.70585,4.134622222222222,2.311111111111111
18,Brandon,anchor,184,9,9,6,175.58497333333335,8.42,166,9,327,0,0,327,0,142.0,233.42687333333333,163.1581,4.5545333333333335,148.1087025,20.620510833333334,2.3012266666666665
18,CJ,balanced,264,9,9,6,242.7235211111111,21.28,277,9,14,0,0,14,0,62.0,231.64,147.0835211111111,7.0,135.20120500000002,100.52231611111111,0.0
18,Coby,tier_controller,274,9,9,6,274.00794666666667,0.0,187,9,393,0,0,393,0,249.78666666666666,383.02696888888886,16.98097777777778,2.74,265.76764444444444,5.500302222222222,0.0
18,Evan,price_enforcer,184,9,9,6,153.38518305555556,30.61,177,9,110,0,0,110,0,36.0,248.706785,110.67839805555556,6.0,57.67250666666667,73.0328113888889,16.679865
18,James,value_purist,297,9,9,6,297.0031111111111,0.0,194,9,243,0,0,243,0,76.93,302.8631111111111,97.14,1.0,240.73000000000002,55.27311111111111,0.0
18,Jason,anchor,209,9,9,6,205.57549291666666,3.42,196,9,347,0,0,347,0,187.33333333333334,376.48757777777786,15.087915138888887,2.764652777777778,7.114083333333333,188.6238888888889,7.072867916666667
18,Reid,stars_and_scrubs,260,9,9,6,259.9905555555556,0.0,54,9,617,0,0,617,0,251.12500000000003,403.99055555555555,6.0,1.0,255.12500000000003,2.3200000000000003,1.5455555555555556
18,Ryan J,emotional,257,9,9,6,256.99802,0.0,268,9,380,0,0,380,0,215.0,360.77330000000006,32.22472,31.61955555555556,218.76613333333333,5.512331111111111,1.0999999999999996
18,Sam,emotional,223,9,9,6,222.9974111111111,0.0,307,9,319,0,0,319,0,133.928,291.0407666666666,93.95664444444445,2.0722666666666667,135.40797777777777,81.9805,3.5366666666666666
18,Shane,tier_controller,324,9,9,6,321.8272875833333,2.17,92,9,348,0,0,348,0,273.0,371.83091144444444,25.996376138888884,1.0,283.12082058333334,31.051448333333337,6.655018666666668
18,Travis,positional_extremist_wr,264,9,9,6,263.9991591666667,0.0,227,9,279,0,0,279,0,212.07111111111112,360.8291591666666,16.17,5.8066724999999995,41.66688888888889,215.5255977777778,1.0
19,Brad,positional_extremist_wr,281,9,9,6,281.0,0.0,101,9,553,0,0,553,0,271.0,381.0,19.0,2.0,275.0,2.0,2.0
19,Brandon,anchor,184,9,9,6,184.0,0.0,213,9,466,0,0,466,0,176.0,399.0,6.0,2.0,178.0,2.0,2.0
19,CJ,anchor,264,9,9,6,263.9967122222222,0.0,173,9,452,0,0,452,0,252.0,381.65777777777777,18.338934444444444,1.0,253.25555555555556,8.741156666666665,1.0
19,Coby,emotional,274,9,9,6,274.0,0.0,139,9,519,0,0,519,0,257.0,394.0,6.0,11.0,261.0,2.0,0.0
19,Evan,anchor,184,9,9,6,166.3898144095615,17.61,336,9,118,0,0,118,0,78.0,248.2677244095615,124.12209,26.492174409561525,28.590000000000003,106.63209,4.67555
19,James,value_purist,297,9,9,6,296.9890831639192,0.0,251,9,132,0,0,132,0,63.0861292224012,304.5894398305859,95.39964333333333,0.0,169.42178316391917,119.50729999999999,8.06
19,Jason,price_enforcer,209,9,9,6,173.7369563888889,35.25,178,9,85,0,0,85,0,44.86533333333333,218.6993888888889,141.0375675,7.778888888888889,99.31094166666666,66.64712583333333,0.0
19,Reid,stars_and_scrubs,260,9,9,6,259.9944053729696,0.0,297,9,337,0,0,337,0,176.0,399.4192553729696,10.57515,1.0,178.08,75.4192553729696,5.49515
19,Ryan J,anchor,257,9,9,6,253.82624938888893,3.18,233,9,273,0,0,273,0,231.90277777777777,365.8254774444444,24.000771944444438,4.7246983333333334,237.41028305555557,11.691268,0.0
19,Sam,value_purist,223,9,9,6,222.99975833333335,0.0,228,9,209,0,0,209,0,77.74000000000001,308.89000000000004,76.10975833333333,2.05,105.10975833333333,113.84,2.0
19,Shane,stars_and_scrubs,324,9,9,6,323.9991166666667,0.0,152,9,490,0,0,490,0,273.0,368.9991166666667,31.0,1.0,283.04,38.95911666666667,1.0
19,Travis,tier_controller,264,9,9,6,264.0011111111111,0.0,156,9,458,0,0,458,0,252.266,357.6694133333333,19.331697777777777,2.04,258.5976977777778,1.0,2.363413333333333
20,Brad,emotional,281,9,9,6,280.995,0.0,138,9,502,0,0,502,0,251.12500000000003,380.995,19.0,2.0,277.995,0.0,1.0
20,Brandon,value_purist,184,9,9,6,184.0017458119712,0.0,290,9,155,0,0,155,0,81.23047181197119,351.0717458119712,53.93000000000001,38.36,131.1004718119712,14.541274000000001,0.0
20,CJ,value_purist,264,9,9,6,263.99572199525477,0.0,276,9,108,0,0,108,0,79.25949999999999,274.11907183949575,125.876650155759,2.4000000000000004,112.876650155759,147.71907183949577,1.0
20,Coby,positional_extremist_rb,274,9,9,6,274.0,0.0,143,9,385,0,0,385,0,180.0,394.0,6.0,2.0,1.0,270.0,1.0
20,Evan,emotional,184,9,9,6,181.26916888888888,2.73,288,9,264,0,0,264,0,100.0,313.0235466666666,74.24562222222222,4.800000000000001,168.3292444444444,3.5163777777777776,4.623546666666666
20,James,balanced,297,9,9,6,270.01776766252334,26.99,236,9,0,0,0,0,0,67.31403252321638,237.28651539615996,135.73125226636338,12.54,123.83693772172407,124.27287794079928,9.367952
20,Jason,value_purist,209,9,9,6,209.005145,0.0,230,9,208,0,0,208,0,90.0,353.64,41.365145000000005,1.0,180.50494999999998,2.04,25.460195000000002
20,Reid,positional_extremist_rb,260,9,9,6,260.00109305555554,0.0,161,9,465,0,0,465,0,234.36111111111114,402.72109305555557,7.28,1.0,251.3921527777778,6.608940277777778,1.0
20,Ryan J,value_purist,257,9,9,6,257.0024401842767,0.0,178,9,219,0,0,219,0,80.31399131888956,363.2224401842767,29.78,0.0,62.20349944444445,193.79894073983226,1.0
20,Sam,anchor,223,9,9,6,215.9876495833333,7.02,211,9,236,0,0,236,0,176.75466666666665,346.9874166666666,31.000232916666665,8.4,182.27613166666666,18.158009999999997,7.1535079166666655
20,Shane,anchor,324,9,9,6,316.57271472222226,7.42,82,9,334,0,0,334,0,273.216,354.1027597222223,38.469955,12.409362499999997,282.7027722222223,14.19143,7.26915
20,Travis,stars_and_scrubs,264,9,9,6,263.9931449516467,0.0,228,9,365,0,0,365,0,216.93675000000002,359.4642560627578,17.52888888888889,2.216666666666667,259.1731449516467,1.6033333333333335,1.0
21,Brad,value_purist,281,9,9,6,281.00261327881486,0.0,306,9,118,0,0,118,0,82.61846252620526,351.77261327881484,48.230000000000004,1.0,110.15415075260958,167.84846252620525,2.0
21,Brandon,price_enforcer,184,9,9,6,148.4691138888889,35.53,202,9,73,0,0,73,0,28.04,278.5039111111111,90.96520277777779,35.375555555555565,22.256275000000002,74.47228333333334,16.365000000000002
21,CJ,anchor,264,9,9,6,264.00575000000003,0.0,159,9,466,0,0,466,0,253.0,382.1833333333333,17.822416666666665,3.9627499999999998,255.44,3.6029999999999998,1.0
21,Coby,positional_extremist_wr,274,9,9,6,274.0079122222223,0.0,95,9,523,0,0,523,0,255.11111111111114,391.5428677777778,8.465044444444445,2.0,9.431756666666667,260.5761555555556,2.0
21,Evan,positional_extremist_rb,184,9,9,6,183.99791472222222,0.0,268,9,246,0,0,246,0,91.17,313.5477791666667,76.45013555555555,13.7710625,166.62013555555552,0.0,3.6067166666666672
21,James,tier_controller,297,9,9,6,295.1460444444445,1.87,101,9,388,0,0,388,0,257.0,375.75244444444445,22.393600000000003,1.0,279.0908515555556,13.866304000000003,1.1888888888888889
21,Jason,anchor,209,9,9,6,203.81845675,5.18,213,9,301,0,0,301,0,177.0,371.048608,18.769848749999998,2.845475,179.941625,12.923930916666666,8.107425833333332
21,Reid,stars_and_scrubs,260,9,9,6,260.0,0.0,307,9,368,0,0,368,0,202.0,365.0,45.0,1.0,256.0,2.0,1.0
21,Ryan J,value_purist,257,9,9,6,256.99802066046186,0.0,238,9,185,0,0,185,0,78.0,305.61975111111116,87.37826954935075,7.300000000000001,246.69802066046185,1.0,2.0
21,Sam,positional_extremist_wr,223,9,9,6,223.0,0.0,166,9,393,0,0,393,0,188.0,379.0,6.0,1.0,31.0,190.0,1.0
21,Shane,positional_extremist_wr,324,9,9,6,318.9354180555555,5.07,232,9,51,0,0,51,0,93.17,291.4971136111111,103.43830444444444,0.0,93.11289777777777,217.22927027777783,8.59325
21,Travis,emotional,264,9,9,6,263.9976311111111,0.0,182,9,462,0,0,462,0,166.83333333333334,359.94672,17.050911111111112,3.8767199999999997,255.74333333333337,1.5575777777777777,2.8200000000000003
22,Brad,tier_controller,281,9,9,6,279.11243800000005,1.89,132,9,301,0,0,301,0,236.0,361.00361666666663,37.10882133333333,14.030469333333333,239.48842666666667,24.31020866666667,1.2833333333333332
22,Brandon,anchor,184,9,9,6,184.0,0.0,155,9,462,0,0,462,0,176.0,399.0,6.0,2.0,179.0,1.0,2.0
22,CJ,positional_extremist_wr,264,9,9,6,260.9998821617125,2.99,271,9,0,0,0,0,0,95.24800000000002,354.87362716171253,42.126255,34.379500495045804,102.05438888888891,124.56599277777778,0.0
22,Coby,balanced,274,9,9,6,242.75143472222226,31.25,276,9,0,0,0,0,0,71.16388888888889,258.3547780555555,110.39665666666667,1.0,122.89146138888889,102.05331666666667,16.80665666666667
22,Evan,emotional,184,9,9,6,184.00703333333337,0.0,232,9,376,0,0,376,0,99.912,372.3346666666667,17.672366666666665,1.0,103.28200000000001,77.72503333333334,2.0
22,James,stars_and_scrubs,297,9,9,6,297.0,0.0,167,9,415,0,0,415,0,253.0,394.0,6.0,1.0,256.0,38.0,2.0
22,Jason,value_purist,209,9,9,6,209.006146,0.0,188,9,242,0,0,242,0,91.374,351.78614600000003,43.22,4.3698,163.416346,40.22,1.0
22,Reid,positional_extremist_wr,260,9,9,6,260.0,0.0,127,9,486,0,0,486,0,249.4,404.0,6.0,1.0,256.0,3.0,0.0
22,Ryan J,stars_and_scrubs,257,9,9,6,256.9980541439718,0.0,246,9,318,0,0,318,0,189.33333333333331,362.3369430328607,30.66111111111111,1.04,1.0,251.67194303286064,3.2861111111111114
22,Sam,positional_extremist_rb,223,9,9,6,223.00259666666668,0.0,199,9,301,0,0,301,0,180.0,367.19,17.812596666666668,1.0,212.40259666666668,4.6,5.0
22,Shane,balanced,324,9,9,6,294.10743344444444,29.89,267,9,0,0,0,0,0,77.94022222222222,207.7419172222222,162.36551622222223,11.882097777777778,240.0858078888889,31.651944444444446,10.487583333333335
22,Travis,emotional,264,9,9,6,264.00111111111113,0.0,50,9,563,0,0,563,0,255.11111111111114,371.00111111111113,6.0,2.0,0.0,260.00111111111113,2.0
23,Brad,stars_and_scrubs,281,9,9,6,269.62112448381004,11.38,166,9,371,0,0,371,0,257.0,367.17195555555554,21.449168928254476,2.722342222222222,262.98544892825447,0.0,3.913333333333333
23,Brandon,tier_controller,184,9,9,6,182.47054246476293,1.54,190,9,253,0,0,253,0,142.0138888888889,377.4588637777778,26.01167868698514,22.37636688888889,149.45403503595767,7.854960095471917,2.785180444444445
23,CJ,anchor,264,9,9,6,251.24953527777777,12.75,228,9,108,0,0,108,0,179.0,337.08553333333333,50.16400194444444,26.67854333333333,202.77234444444446,3.4002,18.398447499999996
23,Coby,positional_extremist_wr,274,9,9,6,270.402277513121,3.59,289,9,1,0,0,1,0,102.14533333333333,360.43542445756543,35.96685305555555,22.690416666666668,176.6875271111111,64.26982262423213,6.754511111111112
23,Evan,value_purist,184,9,9,6,183.99470666666667,0.0,156,9,347,0,0,347,0,79.0,314.88902666666667,75.10568,2.0,152.10568,1.0,28.88902666666667
23,James,balanced,297,9,9,6,270.2588672687795,26.75,271,9,0,0,0,0,0,68.7625,261.61892226877956,111.639945,31.07,196.4582078243351,33.871606666666665,8.859052777777778
23,Jason,positional_extremist_wr,209,9,9,6,208.99524916666667,0.0,117,9,360,0,0,360,0,189.33333333333331,379.3333333333333,15.661915833333335,4.0,6.477986666666668,197.5172625,1.0
23,Reid,balanced,260,9,9,6,239.70175488888893,20.31,283,9,5,0,0,5,0,74.0,291.62311555555556,98.07863933333333,0.0,124.9162548888889,114.7855,0.0
23,Ryan J,balanced,257,9,9,6,235.2530931111111,21.75,256,9,6,0,0,6,0,57.056,265.300712,105.95238111111111,0.0,146.1358847777778,89.11720833333334,0.0
23,Sam,positional_extremist_wr,223,9,9,6,220.401034,2.59,195,9,62,0,0,62,0,91.0,346.4707333333333,35.930300666666675,0.0,92.80555555555556,106.53569511111112,21.059783333333336
23,Shane,positional_extremist_wr,324,9,9,6,323.99154188888895,0.01,193,9,197,0,0,197,0,165.78107022222224,378.49244188888895,21.499100000000002,1.0,132.85625000000002,182.85404244444445,7.281249444444445
23,Travis,price_enforcer,264,9,9,6,224.97833833333337,39.03,200,9,3,0,0,3,0,47.80489166666667,237.74821722222225,100.23012111111112,18.96011,65.28613166666668,140.7320966666667,0.0
24,Brad,anchor,281,9,9,6,278.33881444444444,2.66,142,9,513,0,0,513,0,266.0,388.73,8.608814444444445,2.0,266.0,7.999925555555556,2.338888888888889
24,Brandon,value_purist,184,9,9,6,184.00341999999998,0.0,219,9,336,0,0,336,0,121.07149999999999,383.30342,21.7,2.0,162.30342,3.0,16.7
24,CJ,tier_controller,264,9,9,6,263.9917271111111,0.0,203,9,471,0,0,471,0,249.375,379.79534666666666,20.196380444444447,8.139847111111111,252.60188,3.25,0.0
24,Coby,anchor,274,9,9,6,270.8226561111111,3.17,181,9,432,0,0,432,0,252.0,381.8566833333333,14.965972777777777,5.706683333333332,255.929895,2.7908,6.3952777777777765
24,Evan,price_enforcer,184,9,9,6,156.95689555555558,27.05,194,9,126,0,0,126,0,34.65746666666667,281.97152,80.98537555555555,29.550933333333337,65.39684000000001,51.92100222222222,10.08812
24,James,positional_extremist_wr,297,9,9,6,297.0,0.0,85,9,642,0,0,642,0,273.0,394.0,6.0,1.0,293.0,3.0,0.0
24,Jason,balanced,209,9,9,6,192.08775769444446,16.91,234,9,87,0,0,87,0,56.84,269.3266834722222,108.76107422222223,26.019473333333337,128.60597736111112,37.462307,0.0
24,Reid,positional_extremist_rb,260,9,9,6,259.84680145714094,0.15,339,9,156,0,0,156,0,152.76993867936318,388.7283261793632,21.11847527777778,0.0,257.8697181238076,1.9770833333333335,0.0
24,Ryan J,anchor,257,9,9,6,251.47380027777777,5.52,241,9,267,0,0,267,0,220.96800000000002,347.1768152777778,40.296985,1.2393333333333334,235.26498500000002,4.041511111111111,10.927970833333331
24,Sam,positional_extremist_wr,223,9,9,6,222.99715693779845,0.0,248,9,274,0,0,274,0,97.4275,346.9971569377984,38.0,1.0,3.0,216.15715693779845,2.84
24,Shane,positional_extremist_wr,324,9,9,6,317.3825814722222,6.63,340,9,0,0,0,0,0,66.14439444444444,262.0536485555556,131.32893291666667,0.0,130.50591666666668,183.72424813888887,3.1524166666666664
