seed,team,n_players,n_qb,n_rb,n_wr,n_te,legal_roster,lineup_is_legal,lineup_failure_reason,budget_remaining,has_duplicate_player,keeper_sold_in_auction,enable_position_max
77,Ryan J,15,2,6,6,1,True,True,,203.92,False,False,True
77,Sam,15,3,7,4,1,True,True,,207.0,False,False,True
77,Shane,15,3,4,7,1,True,True,,108.99,False,False,True
77,Travis,15,1,8,5,1,True,True,,108.35,False,False,True
78,Brad,15,2,4,8,1,True,True,,58.21,False,False,True
78,Brandon,15,1,7,6,1,True,True,,91.73,False,False,True
78,CJ,15,2,4,6,3,True,True,,241.0,False,False,True
78,Coby,15,2,6,6,1,True,True,,98.06,False,False,True
78,Evan,15,3,4,7,1,True,True,,175.0,False,False,True
78,James,15,3,4,5,3,True,True,,285.0,False,False,True
78,Jason,15,2,6,6,1,True,True,,196.57,False,False,True
78,Reid,15,1,8,4,2,True,True,,243.0,False,False,True
78,Ryan J,15,1,6,5,3,True,True,,148.1,False,False,True
78,Sam,15,3,6,3,3,True,True,,133.03,False,False,True
78,Shane,15,2,5,5,3,True,True,,270.41,False,False,True
78,Travis,15,2,5,6,2,True,True,,158.38,False,False,True
79,Brad,15,3,4,5,3,True,True,,41.44,False,False,True
79,Brandon,15,2,6,4,3,True,True,,73.55,False,False,True
79,CJ,15,2,8,4,1,True,True,,159.76,False,False,True
79,Coby,15,1,5,7,2,True,True,,184.75,False,False,True
79,Evan,15,1,5,8,1,True,True,,175.0,False,False,True
79,James,15,3,4,5,3,True,True,,274.6,False,False,True
79,Jason,15,2,5,6,2,True,True,,195.95,False,False,True
79,Reid,15,1,8,4,2,True,True,,236.0,False,False,True
79,Ryan J,15,1,4,8,2,True,True,,18.98,False,False,True
79,Sam,15,1,8,5,1,True,True,,92.42,False,False,True
79,Shane,15,3,6,4,2,True,True,,209.44,False,False,True
79,Travis,15,1,6,7,1,True,True,,252.89,False,False,True
80,Brad,15,1,5,6,3,True,True,,189.9,False,False,True
80,Brandon,15,1,6,5,3,True,True,,64.61,False,False,True
80,CJ,15,1,5,7,2,True,True,,159.98,False,False,True
80,Coby,15,2,6,5,2,True,True,,110.85,False,False,True
80,Evan,15,3,4,6,2,True,True,,167.24,False,False,True
80,James,15,1,7,6,1,True,True,,279.0,False,False,True
80,Jason,15,2,7,4,2,True,True,,71.63,False,False,True
80,Reid,15,2,5,6,2,True,True,,248.41,False,False,True
80,Ryan J,15,1,3,10,1,True,True,,152.67,False,False,True
80,Sam,15,2,7,5,1,True,True,,214.0,False,False,True
80,Shane,15,2,7,3,3,True,True,,207.56,False,False,True
80,Travis,15,3,6,5,1,True,True,,250.14,False,False,True
81,Brad,15,2,3,9,1,True,True,,269.48,False,False,True
81,Brandon,15,1,6,6,2,True,True,,41.42,False,False,True
81,CJ,15,1,7,4,3,True,True,,92.44,False,False,True
81,Coby,15,2,7,5,1,True,True,,59.92,False,False,True
81,Evan,15,3,5,6,1,True,True,,175.0,False,False,True
81,James,15,1,5,8,1,True,True,,32.55,False,False,True
81,Jason,15,1,6,7,1,True,True,,48.52,False,False,True
81,Reid,15,3,6,3,3,True,True,,248.05,False,False,True
81,Ryan J,15,1,6,5,3,True,True,,242.0,False,False,True
81,Sam,15,1,7,5,2,True,True,,44.31,False,False,True
81,Shane,15,2,5,5,3,True,True,,307.68,False,False,True
81,Travis,15,3,5,5,2,True,True,,248.0,False,False,True
82,Brad,15,1,5,8,1,True,True,,52.68,False,False,True
82,Brandon,15,2,5,6,2,True,True,,167.7,False,False,True
82,CJ,15,1,4,8,2,True,True,,248.19,False,False,True
82,Coby,15,1,8,3,3,True,True,,219.38,False,False,True
82,Evan,15,4,3,7,1,True,True,,162.87,False,False,True
82,James,15,1,5,6,3,True,True,,266.16,False,False,True
82,Jason,15,2,4,8,1,True,True,,120.21,False,False,True
82,Reid,15,1,8,4,2,True,True,,236.0,False,False,True
82,Ryan J,15,3,3,7,2,True,True,,78.77,False,False,True
82,Sam,15,2,7,4,2,True,True,,133.08,False,False,True
82,Shane,15,2,8,4,1,True,True,,213.29,False,False,True
82,Travis,15,2,8,3,2,True,True,,251.64,False,False,True
83,Brad,15,2,4,7,2,True,True,,139.86,False,False,True
83,Brandon,15,2,5,6,2,True,True,,167.17,False,False,True
83,CJ,15,1,6,7,1,True,True,,116.44,False,False,True
83,Coby,15,2,7,3,3,True,True,,193.68,False,False,True
83,Evan,15,1,6,7,1,True,True,,175.0,False,False,True
83,James,15,1,5,7,2,True,True,,125.39,False,False,True
83,Jason,15,4,5,5,1,True,True,,190.46,False,False,True
83,Reid,15,1,4,7,3,True,True,,203.21,False,False,True
83,Ryan J,15,4,5,5,1,True,True,,247.19,False,False,True
83,Sam,15,3,6,3,3,True,True,,128.81,False,False,True
83,Shane,15,1,8,4,2,True,True,,201.73,False,False,True
83,Travis,15,1,6,6,2,True,True,,183.21,False,False,True
84,Brad,15,2,6,5,2,True,True,,266.0,False,False,True
84,Brandon,15,2,8,4,1,True,True,,171.17,False,False,True
84,CJ,15,3,3,6,3,True,True,,198.43,False,False,True
84,Coby,15,2,9,3,1,True,True,,54.67,False,False,True
84,Evan,15,1,7,5,2,True,True,,135.17,False,False,True
84,James,15,2,3,8,2,True,True,,75.95,False,False,True
84,Jason,15,3,5,4,3,True,True,,196.83,False,False,True
84,Reid,15,3,5,5,2,True,True,,248.37,False,False,True
84,Ryan J,15,1,6,7,1,True,True,,239.0,False,False,True
84,Sam,15,1,4,8,2,True,True,,198.91,False,False,True
84,Shane,15,1,9,3,2,True,True,,309.0,False,False,True
84,Travis,15,1,4,9,1,True,True,,244.0,False,False,True
85,Brad,15,4,3,6,2,True,True,,269.3,False,False,True
85,Brandon,15,3,8,3,1,True,True,,82.83,False,False,True
85,CJ,15,2,6,4,3,True,True,,244.0,False,False,True
85,Coby,15,2,7,5,1,True,True,,254.78,False,False,True
85,Evan,15,1,5,8,1,True,True,,175.0,False,False,True
85,James,15,1,7,5,2,True,True,,276.0,False,False,True
85,Jason,15,1,5,8,1,True,True,,37.0,False,False,True
85,Reid,15,4,4,4,3,True,True,,240.18,False,False,True
85,Ryan J,15,2,4,6,3,True,True,,238.0,False,False,True
85,Sam,15,3,5,4,3,True,True,,209.0,False,False,True
85,Shane,15,2,5,6,2,True,True,,304.0,False,False,True
85,Travis,15,1,7,6,1,True,True,,122.01,False,False,True
86,Brad,15,2,4,8,1,True,True,,138.3,False,False,True
86,Brandon,15,1,5,8,1,True,True,,35.54,False,False,True
86,CJ,15,2,6,4,3,True,True,,221.38,False,False,True
86,Coby,15,2,6,4,3,True,True,,263.73,False,False,True
86,Evan,15,1,5,7,2,True,True,,149.19,False,False,True
86,James,15,1,6,6,2,True,True,,278.0,False,False,True
86,Jason,15,1,7,6,1,True,True,,127.0,False,False,True
86,Reid,15,1,5,6,3,True,True,,245.0,False,False,True
86,Ryan J,15,4,6,4,1,True,True,,244.11,False,False,True
86,Sam,15,2,6,5,2,True,True,,186.93,False,False,True
86,Shane,15,2,6,6,1,True,True,,315.0,False,False,True
86,Travis,15,2,6,4,3,True,True,,204.6,False,False,True
87,Brad,15,1,4,7,3,True,True,,264.09,False,False,True
87,Brandon,15,2,5,5,3,True,True,,169.72,False,False,True
87,CJ,15,1,7,4,3,True,True,,230.0,False,False,True
87,Coby,15,2,7,5,1,True,True,,251.18,False,False,True
87,Evan,15,1,5,8,1,True,True,,171.12,False,False,True
87,James,15,2,6,6,1,True,True,,281.0,False,False,True
87,Jason,15,3,8,3,1,True,True,,200.0,False,False,True
87,Reid,15,1,4,8,2,True,True,,244.0,False,False,True
87,Ryan J,15,3,6,5,1,True,True,,243.99,False,False,True
87,Sam,15,2,6,5,2,True,True,,169.17,False,False,True
87,Shane,15,1,7,5,2,True,True,,307.0,False,False,True
87,Travis,15,3,4,6,2,True,True,,249.0,False,False,True
88,Brad,15,1,7,6,1,True,True,,228.45,False,False,True
88,Brandon,15,2,6,4,3,True,True,,116.03,False,False,True
88,CJ,15,2,5,5,3,True,True,,240.32,False,False,True
88,Coby,15,2,7,5,1,True,True,,265.0,False,False,True
88,Evan,15,1,3,9,2,True,True,,119.59,False,False,True
88,James,15,1,8,5,1,True,True,,281.0,False,False,True
88,Jason,15,4,6,4,1,True,True,,196.91,False,False,True
88,Reid,15,2,5,6,2,True,True,,244.0,False,False,True
88,Ryan J,15,1,7,5,2,True,True,,219.0,False,False,True
88,Sam,15,1,5,6,3,True,True,,174.02,False,False,True
88,Shane,15,3,4,7,1,True,True,,186.54,False,False,True
88,Travis,15,2,6,5,2,True,True,,233.66,False,False,True
89,Brad,15,3,3,7,2,True,True,,266.31,False,False,True
89,Brandon,15,1,6,7,1,True,True,,124.25,False,False,True
89,CJ,15,3,7,4,1,True,True,,252.97,False,False,True
89,Coby,15,2,7,5,1,True,True,,261.46,False,False,True
89,Evan,15,2,6,6,1,True,True,,164.08,False,False,True
89,James,15,3,3,6,3,True,True,,275.19,False,False,True
89,Jason,15,3,6,4,2,True,True,,163.37,False,False,True
89,Reid,15,2,3,7,3,True,True,,193.64,False,False,True
89,Ryan J,15,2,6,4,3,True,True,,243.0,False,False,True
89,Sam,15,1,6,6,2,True,True,,143.13,False,False,True
89,Shane,15,2,7,4,2,True,True,,289.0,False,False,True
89,Travis,15,2,5,7,1,True,True,,217.34,False,False,True
90,Brad,15,2,3,7,3,True,True,,261.69,False,False,True
90,Brandon,15,1,7,6,1,True,True,,66.87,False,False,True
90,CJ,15,1,5,6,3,True,True,,118.31,False,False,True
90,Coby,15,1,9,3,2,True,True,,257.0,False,False,True
90,Evan,15,2,4,8,1,True,True,,175.0,False,False,True
90,James,15,2,4,8,1,True,True,,279.0,False,False,True
90,Jason,15,1,7,6,1,True,True,,199.06,False,False,True
90,Reid,15,4,4,4,3,True,True,,244.55,False,False,True
90,Ryan J,15,1,8,5,1,True,True,,241.0,False,False,True
90,Sam,15,1,7,5,2,True,True,,204.0,False,False,True
90,Shane,15,1,8,4,2,True,True,,183.75,False,False,True
90,Travis,15,4,2,6,3,True,True,,241.73,False,False,True
91,Brad,15,2,3,8,2,True,True,,255.09,False,False,True
91,Brandon,15,2,7,4,2,True,True,,169.0,False,False,True
91,CJ,15,1,5,6,3,True,True,,151.0,False,False,True
91,Coby,15,1,9,3,2,True,True,,265.0,False,False,True
91,Evan,15,3,4,7,1,True,True,,162.67,False,False,True
91,James,15,2,4,6,3,True,True,,282.8,False,False,True
91,Jason,15,2,7,5,1,True,True,,195.97,False,False,True
91,Reid,15,2,4,6,3,True,True,,244.0,False,False,True
91,Ryan J,15,1,8,5,1,True,True,,237.0,False,False,True
91,Sam,15,2,7,4,2,True,True,,209.0,False,False,True
91,Shane,15,2,6,6,1,True,True,,308.0,False,False,True
91,Travis,15,1,5,8,1,True,True,,247.0,False,False,True
92,Brad,15,3,4,5,3,True,True,,261.12,False,False,True
92,Brandon,15,2,5,6,2,True,True,,48.61,False,False,True
92,CJ,15,1,4,7,3,True,True,,128.4,False,False,True
92,Coby,15,1,7,6,1,True,True,,258.0,False,False,True
92,Evan,15,2,6,5,2,True,True,,30.57,False,False,True
92,James,15,1,3,8,3,True,True,,283.0,False,False,True
92,Jason,15,4,4,6,1,True,True,,62.77,False,False,True
92,Reid,15,4,5,3,3,True,True,,244.64,False,False,True
92,Ryan J,15,2,5,6,2,True,True,,239.0,False,False,True
92,Sam,15,1,7,4,3,True,True,,180.68,False,False,True
92,Shane,15,3,7,4,1,True,True,,315.0,False,False,True
92,Travis,15,1,9,4,1,True,True,,248.0,False,False,True
93,Brad,15,2,6,6,1,True,True,,269.65,False,False,True
93,Brandon,15,2,5,5,3,True,True,,168.04,False,False,True
93,CJ,15,1,5,8,1,True,True,,22.24,False,False,True
93,Coby,15,1,8,5,1,True,True,,263.56,False,False,True
93,Evan,15,4,4,6,1,True,True,,171.34,False,False,True
93,James,15,1,7,5,2,True,True,,89.42,False,False,True
93,Jason,15,2,6,5,2,True,True,,166.28,False,False,True
93,Reid,15,2,5,5,3,True,True,,241.7,False,False,True
93,Ryan J,15,1,8,5,1,True,True,,241.0,False,False,True
93,Sam,15,1,5,8,1,True,True,,20.92,False,False,True
93,Shane,15,2,6,4,3,True,True,,229.2,False,False,True
93,Travis,15,3,4,5,3,True,True,,71.98,False,False,True
94,Brad,15,1,4,8,2,True,True,,142.49,False,False,True
94,Brandon,15,2,6,4,3,True,True,,161.25,False,False,True
94,CJ,15,1,5,7,2,True,True,,54.92,False,False,True
94,Coby,15,3,7,3,2,True,True,,254.67,False,False,True
94,Evan,15,1,4,9,1,True,True,,175.0,False,False,True
94,James,15,2,4,7,2,True,True,,274.82,False,False,True
94,Jason,15,1,7,5,2,True,True,,39.44,False,False,True
94,Reid,15,1,6,6,2,True,True,,240.0,False,False,True
94,Ryan J,15,3,5,4,3,True,True,,226.0,False,False,True
94,Sam,15,3,6,5,1,True,True,,209.09,False,False,True
94,Shane,15,3,6,5,1,True,True,,117.14,False,False,True
94,Travis,15,2,7,4,2,True,True,,243.87,False,False,True
95,Brad,15,1,7,5,2,True,True,,55.96,False,False,True
95,Brandon,15,2,6,5,2,True,True,,167.13,False,False,True
95,CJ,15,2,4,8,1,True,True,,102.96,False,False,True
95,Coby,15,1,8,3,3,True,True,,227.39,False,False,True
95,Evan,15,2,4,8,1,True,True,,175.0,False,False,True
95,James,15,2,4,6,3,True,True,,258.57,False,False,True
95,Jason,15,2,6,5,2,True,True,,32.82,False,False,True
95,Reid,15,4,5,3,3,True,True,,242.24,False,False,True
95,Ryan J,15,1,5,8,1,True,True,,224.66,False,False,True
95,Sam,15,2,6,4,3,True,True,,167.44,False,False,True
95,Shane,15,3,5,6,1,True,True,,189.98,False,False,True
95,Travis,15,1,8,5,1,True,True,,38.36,False,False,True
96,Brad,15,2,5,6,2,True,True,,161.57,False,False,True
96,Brandon,15,1,5,6,3,True,True,,35.3,False,False,True
96,CJ,15,1,9,4,1,True,True,,255.0,False,False,True
96,Coby,15,1,10,3,1,True,True,,138.28,False,False,True
96,Evan,15,2,3,7,3,True,True,,154.38,False,False,True
96,James,15,1,5,6,3,True,True,,280.35,False,False,True
96,Jason,15,4,5,3,3,True,True,,192.96,False,False,True
96,Reid,15,2,7,4,2,True,True,,223.5,False,False,True
96,Ryan J,15,2,8,4,1,True,True,,178.0,False,False,True
96,Sam,15,1,6,7,1,True,True,,148.0,False,False,True
96,Shane,15,2,3,9,1,True,True,,310.0,False,False,True
96,Travis,15,2,4,8,1,True,True,,251.04,False,False,True
97,Brad,15,3,4,7,1,True,True,,147.17,False,False,True
97,Brandon,15,2,6,4,3,True,True,,24.5,False,False,True
97,CJ,15,2,5,6,2,True,True,,109.28,False,False,True
97,Coby,15,1,9,3,2,True,True,,204.01,False,False,True
97,Evan,15,2,3,8,2,True,True,,168.24,False,False,True
97,James,15,1,5,8,1,True,True,,281.0,False,False,True
97,Jason,15,1,8,4,2,True,True,,66.55,False,False,True
97,Reid,15,3,4,5,3,True,True,,233.2,False,False,True
97,Ryan J,15,1,7,4,3,True,True,,226.94,False,False,True
97,Sam,15,3,6,5,1,True,True,,214.0,False,False,True
97,Shane,15,1,5,8,1,True,True,,163.23,False,False,True
97,Travis,15,2,4,6,3,True,True,,236.84,False,False,True
98,Brad,15,2,4,7,2,True,True,,191.98,False,False,True
98,Brandon,15,1,6,5,3,True,True,,155.99,False,False,True
98,CJ,15,3,3,6,3,True,True,,247.37,False,False,True
98,Coby,15,1,11,2,1,True,True,,265.0,False,False,True
98,Evan,15,2,5,7,1,True,True,,167.89,False,False,True
98,James,15,2,5,7,1,True,True,,156.86,False,False,True
98,Jason,15,2,6,4,3,True,True,,189.4,False,False,True
98,Reid,15,1,5,7,2,True,True,,244.0,False,False,True
98,Ryan J,15,3,3,6,3,True,True,,221.45,False,False,True
98,Sam,15,1,6,7,1,True,True,,205.0,False,False,True
98,Shane,15,4,5,5,1,True,True,,310.04,False,False,True
98,Travis,15,2,7,5,1,True,True,,244.0,False,False,True
99,Brad,15,1,6,5,3,True,True,,227.47,False,False,True
99,Brandon,15,2,5,5,3,True,True,,165.0,False,False,True
99,CJ,15,3,6,5,1,True,True,,248.49,False,False,True
99,Coby,15,2,6,4,3,True,True,,216.95,False,False,True
99,Evan,15,1,5,7,2,True,True,,164.14,False,False,True
99,James,15,1,7,6,1,True,True,,279.0,False,False,True
99,Jason,15,2,7,5,1,True,True,,188.0,False,False,True
99,Reid,15,2,4,7,2,True,True,,190.1,False,False,True
99,Ryan J,15,3,4,5,3,True,True,,191.75,False,False,True
99,Sam,15,1,5,7,2,True,True,,148.59,False,False,True
99,Shane,15,2,8,4,1,True,True,,315.0,False,False,True
99,Travis,15,2,4,8,1,True,True,,237.3,False,False,True
100,Brad,15,3,4,6,2,True,True,,268.47,False,False,True
100,Brandon,15,2,6,4,3,True,True,,103.53,False,False,True
100,CJ,15,1,4,7,3,True,True,,249.0,False,False,True
100,Coby,15,1,6,6,2,True,True,,35.14,False,False,True
100,Evan,15,1,5,8,1,True,True,,175.0,False,False,True
100,James,15,2,6,6,1,True,True,,42.61,False,False,True
100,Jason,15,2,7,3,3,True,True,,171.2,False,False,True
100,Reid,15,2,5,5,3,True,True,,151.97,False,False,True
100,Ryan J,15,2,5,5,3,True,True,,225.38,False,False,True
100,Sam,15,3,6,5,1,True,True,,214.0,False,False,True
100,Shane,15,1,10,3,1,True,True,,95.4,False,False,True
100,Travis,15,1,4,8,2,True,True,,24.22,False,False,True
101,Brad,15,2,6,4,3,True,True,,261.01,False,False,True
101,Brandon,15,2,5,6,2,True,True,,167.0,False,False,True
101,CJ,15,2,7,5,1,True,True,,171.18,False,False,True
101,Coby,15,2,7,5,1,True,True,,263.35,False,False,True
101,Evan,15,3,3,7,2,True,True,,171.76,False,False,True
101,James,15,1,5,8,1,True,True,,281.0,False,False,True
101,Jason,15,2,5,5,3,True,True,,141.47,False,False,True
101,Reid,15,3,6,4,2,True,True,,251.0,False,False,True
101,Ryan J,15,2,5,5,3,True,True,,232.94,False,False,True
101,Sam,15,1,6,7,1,True,True,,207.0,False,False,True
101,Shane,15,2,5,6,2,True,True,,224.77,False,False,True
101,Travis,15,1,7,6,1,True,True,,120.51,False,False,True
102,Brad,15,2,4,7,2,True,True,,266.0,False,False,True
102,Brandon,15,1,5,8,1,True,True,,168.0,False,False,True
102,CJ,15,2,6,5,2,True,True,,58.2,False,False,True
102,Coby,15,1,6,5,3,True,True,,246.05,False,False,True
102,Evan,15,3,3,8,1,True,True,,174.97,False,False,True
102,James,15,1,5,6,3,True,True,,282.0,False,False,True
102,Jason,15,2,7,3,3,True,True,,188.42,False,False,True
102,Reid,15,3,6,3,3,True,True,,243.13,False,False,True
102,Ryan J,15,1,7,6,1,True,True,,241.0,False,False,True
102,Sam,15,2,6,5,2,True,True,,198.0,False,False,True
102,Shane,15,3,6,5,1,True,True,,315.0,False,False,True
102,Travis,15,2,7,5,1,True,True,,67.6,False,False,True
103,Brad,15,1,4,8,2,True,True,,191.92,False,False,True
103,Brandon,15,2,6,6,1,True,True,,96.81,False,False,True
103,CJ,15,2,5,7,1,True,True,,170.6,False,False,True
103,Coby,15,1,7,4,3,True,True,,260.0,False,False,True
103,Evan,15,3,5,6,1,True,True,,166.36,False,False,True
103,James,15,2,6,6,1,True,True,,288.0,False,False,True
103,Jason,15,1,7,6,1,True,True,,152.49,False,False,True
103,Reid,15,2,4,6,3,True,True,,246.0,False,False,True
103,Ryan J,15,2,6,5,2,True,True,,191.49,False,False,True
103,Sam,15,2,7,4,2,True,True,,161.62,False,False,True
103,Shane,15,2,7,4,2,True,True,,257.49,False,False,True
103,Travis,15,2,6,4,3,True,True,,250.45,False,False,True
104,Brad,15,1,5,8,1,True,True,,46.19,False,False,True
104,Brandon,15,1,5,7,2,True,True,,109.43,False,False,True
104,CJ,15,2,7,3,3,True,True,,203.59,False,False,True
104,Coby,15,2,9,3,1,True,True,,261.28,False,False,True
104,Evan,15,2,6,6,1,True,True,,175.0,False,False,True
104,James,15,4,3,6,2,True,True,,288.0,False,False,True
104,Jason,15,3,5,6,1,True,True,,97.89,False,False,True
104,Reid,15,1,5,7,2,True,True,,58.18,False,False,True
104,Ryan J,15,2,6,5,2,True,True,,234.76,False,False,True
104,Sam,15,3,5,4,3,True,True,,197.14,False,False,True
104,Shane,15,2,5,5,3,True,True,,239.16,False,False,True
104,Travis,15,1,5,7,2,True,True,,30.98,False,False,True
105,Brad,15,3,4,6,2,True,True,,269.31,False,False,True
105,Brandon,15,2,4,7,2,True,True,,22.77,False,False,True
105,CJ,15,2,6,6,1,True,True,,133.62,False,False,True
105,Coby,15,1,8,5,1,True,True,,49.04,False,False,True
105,Evan,15,1,5,8,1,True,True,,160.51,False,False,True
105,James,15,3,5,6,1,True,True,,288.0,False,False,True
105,Jason,15,2,4,7,2,True,True,,25.62,False,False,True
105,Reid,15,1,7,4,3,True,True,,211.13,False,False,True
105,Ryan J,15,1,6,6,2,True,True,,103.84,False,False,True
105,Sam,15,3,7,4,1,True,True,,63.06,False,False,True
105,Shane,15,1,7,4,3,True,True,,267.03,False,False,True
105,Travis,15,2,5,5,3,True,True,,241.98,False,False,True
106,Brad,15,2,5,5,3,True,True,,252.99,False,False,True
106,Brandon,15,1,7,4,3,True,True,,117.01,False,False,True
106,CJ,15,2,5,6,2,True,True,,206.03,False,False,True
106,Coby,15,2,7,5,1,True,True,,155.98,False,False,True
106,Evan,15,1,6,7,1,True,True,,175.0,False,False,True
106,James,15,3,4,7,1,True,True,,283.03,False,False,True
106,Jason,15,3,4,5,3,True,True,,190.71,False,False,True
106,Reid,15,3,6,4,2,True,True,,248.26,False,False,True
106,Ryan J,15,1,5,8,1,True,True,,241.0,False,False,True
106,Sam,15,2,5,7,1,True,True,,51.09,False,False,True
106,Shane,15,1,7,4,3,True,True,,303.48,False,False,True
106,Travis,15,1,7,5,2,True,True,,230.0,False,False,True
107,Brad,15,4,3,5,3,True,True,,255.83,False,False,True
107,Brandon,15,2,8,4,1,True,True,,131.0,False,False,True
107,CJ,15,2,4,8,1,True,True,,198.63,False,False,True
107,Coby,15,1,8,3,3,True,True,,256.23,False,False,True
107,Evan,15,1,5,7,2,True,True,,171.92,False,False,True
107,James,15,1,5,7,2,True,True,,252.9,False,False,True
107,Jason,15,3,3,8,1,True,True,,166.68,False,False,True
107,Reid,15,1,8,4,2,True,True,,229.0,False,False,True
107,Ryan J,15,2,7,5,1,True,True,,242.79,False,False,True
107,Sam,15,2,5,6,2,True,True,,90.68,False,False,True
107,Shane,15,3,5,4,3,True,True,,306.06,False,False,True
107,Travis,15,3,6,5,1,True,True,,251.39,False,False,True
108,Brad,15,1,5,7,2,True,True,,72.27,False,False,True
108,Brandon,15,2,5,5,3,True,True,,167.37,False,False,True
108,CJ,15,1,4,8,2,True,True,,107.03,False,False,True
108,Coby,15,1,10,3,1,True,True,,263.35,False,False,True
108,Evan,15,2,4,7,2,True,True,,175.0,False,False,True
108,James,15,2,5,5,3,True,True,,282.0,False,False,True
108,Jason,15,1,6,6,2,True,True,,29.98,False,False,True
108,Reid,15,1,4,8,2,True,True,,153.37,False,False,True
108,Ryan J,15,2,5,5,3,True,True,,241.45,False,False,True
108,Sam,15,4,7,3,1,True,True,,214.0,False,False,True
108,Shane,15,1,8,5,1,True,True,,160.19,False,False,True
108,Travis,15,3,5,4,3,True,True,,69.76,False,False,True
109,Brad,15,1,6,6,2,True,True,,181.49,False,False,True
109,Brandon,15,3,7,3,2,True,True,,166.67,False,False,True
109,CJ,15,2,4,6,3,True,True,,249.16,False,False,True
109,Coby,15,1,8,4,2,True,True,,264.89,False,False,True
109,Evan,15,2,5,7,1,True,True,,175.0,False,False,True
109,James,15,1,6,7,1,True,True,,281.0,False,False,True
109,Jason,15,3,3,8,1,True,True,,107.03,False,False,True
109,Reid,15,1,5,6,3,True,True,,216.0,False,False,True
109,Ryan J,15,1,7,5,2,True,True,,240.0,False,False,True
109,Sam,15,3,6,4,2,True,True,,206.28,False,False,True
109,Shane,15,2,5,5,3,True,True,,308.0,False,False,True
109,Travis,15,2,6,6,1,True,True,,250.13,False,False,True
110,Brad,15,1,4,8,2,True,True,,257.78,False,False,True
110,Brandon,15,1,7,5,2,True,True,,34.5,False,False,True
110,CJ,15,1,5,8,1,True,True,,188.19,False,False,True
110,Coby,15,1,8,3,3,True,True,,173.61,False,False,True
110,Evan,15,3,5,6,1,True,True,,165.05,False,False,True
110,James,15,2,5,7,1,True,True,,281.0,False,False,True
110,Jason,15,3,4,5,3,True,True,,45.2,False,False,True
110,Reid,15,3,5,5,2,True,True,,251.0,False,False,True
110,Ryan J,15,3,4,7,1,True,True,,31.0,False,False,True
110,Sam,15,4,8,2,1,True,True,,208.57,False,False,True
110,Shane,15,1,6,6,2,True,True,,294.67,False,False,True
110,Travis,15,1,6,5,3,True,True,,213.06,False,False,True
111,Brad,15,1,6,6,2,True,True,,144.01,False,False,True
111,Brandon,15,1,6,7,1,True,True,,140.67,False,False,True
111,CJ,15,2,5,5,3,True,True,,210.3,False,False,True
111,Coby,15,2,9,2,2,True,True,,265.0,False,False,True
111,Evan,15,1,4,8,2,True,True,,171.14,False,False,True
111,James,15,1,6,7,1,True,True,,278.0,False,False,True
111,Jason,15,2,5,7,1,True,True,,87.36,False,False,True
111,Reid,15,2,4,7,2,True,True,,241.34,False,False,True
111,Ryan J,15,4,5,5,1,True,True,,243.72,False,False,True
111,Sam,15,1,9,2,3,True,True,,159.78,False,False,True
111,Shane,15,2,6,6,1,True,True,,154.97,False,False,True
111,Travis,15,1,4,7,3,True,True,,228.35,False,False,True
112,Brad,15,2,5,6,2,True,True,,266.53,False,False,True
112,Brandon,15,1,7,6,1,True,True,,168.0,False,False,True
112,CJ,15,3,6,5,1,True,True,,196.89,False,False,True
112,Coby,15,2,7,4,2,True,True,,263.04,False,False,True
112,Evan,15,1,5,7,2,True,True,,173.0,False,False,True
112,James,15,3,3,7,2,True,True,,198.45,False,False,True
112,Jason,15,2,4,7,2,True,True,,194.0,False,False,True
112,Reid,15,4,5,4,2,True,True,,247.33,False,False,True
112,Ryan J,15,1,7,6,1,True,True,,241.0,False,False,True
112,Sam,15,4,4,5,2,True,True,,193.16,False,False,True
112,Shane,15,2,6,4,3,True,True,,114.79,False,False,True
112,Travis,15,1,7,5,2,True,True,,176.65,False,False,True
113,Brad,15,2,6,6,1,True,True,,265.0,False,False,True
113,Brandon,15,3,6,4,2,True,True,,169.86,False,False,True
113,CJ,15,1,6,6,2,True,True,,157.67,False,False,True
113,Coby,15,1,7,5,2,True,True,,171.38,False,False,True
113,Evan,15,2,4,7,2,True,True,,167.31,False,False,True
113,James,15,1,8,5,1,True,True,,149.09,False,False,True
113,Jason,15,2,6,4,3,True,True,,89.23,False,False,True
113,Reid,15,1,4,8,2,True,True,,54.99,False,False,True
113,Ryan J,15,1,4,7,3,True,True,,242.0,False,False,True
113,Sam,15,1,8,5,1,True,True,,214.0,False,False,True
113,Shane,15,3,5,4,3,True,True,,240.67,False,False,True
113,Travis,15,2,5,7,1,True,True,,253.06,False,False,True
114,Brad,15,2,5,6,2,True,True,,198.77,False,False,True
114,Brandon,15,2,7,5,1,True,True,,52.83,False,False,True
114,CJ,15,2,5,5,3,True,True,,220.82,False,False,True
114,Coby,15,1,8,4,2,True,True,,74.83,False,False,True
114,Evan,15,2,4,6,3,True,True,,170.35,False,False,True
114,James,15,2,4,7,2,True,True,,108.59,False,False,True
114,Jason,15,3,5,6,1,True,True,,98.03,False,False,True
114,Reid,15,1,7,5,2,True,True,,220.95,False,False,True
114,Ryan J,15,4,5,3,3,True,True,,233.42,False,False,True
114,Sam,15,2,5,6,2,True,True,,26.68,False,False,True
114,Shane,15,3,7,4,1,True,True,,315.0,False,False,True
