player,canonical_player_id,position,nfl_team,source_roster,source_status,verified_nfl_regular_season_debut,league_veteran_status,league_college_rights_status,conversion_status,final_auction_status,auction_eligible,eligibility_reason,evidence_source,verification_date,confidence,warning
Ricky Pearsall,ricky pearsall,WR,,historical_salaries,VETERAN_ROSTERED_RELEASED,,True,False,,VETERAN_ROSTERED_RELEASED,True,2025 league roster with confirmed salary,historical_salaries_2025_raw.csv,2026-09-03,0.9,
Omarion Hampton,omarion hampton,RB,,historical_salaries,VETERAN_KEPT,,True,False,,VETERAN_KEPT,False,keeper decision removes from auction supply,historical_salaries,2026-09-03,1.0,
D'Andre Swift,dandre swift,RB,,historical_salaries,VETERAN_ROSTERED_RELEASED,,True,False,,VETERAN_ROSTERED_RELEASED,True,2025 league roster with confirmed salary,historical_salaries_2025_raw.csv,2026-09-03,0.9,
Jalen Hurts,jalen hurts,QB,,historical_salaries,VETERAN_ROSTERED_RELEASED,,True,False,,VETERAN_ROSTERED_RELEASED,True,2025 league roster with confirmed salary,historical_salaries_2025_raw.csv,2026-09-03,0.9,
DeVonta Smith,devonta smith,WR,,historical_salaries,VETERAN_ROSTERED_RELEASED,,True,False,,VETERAN_ROSTERED_RELEASED,True,2025 league roster with confirmed salary,historical_salaries_2025_raw.csv,2026-09-03,0.9,
Matthew Golden,matthew golden,WR,,historical_salaries,VETERAN_ROSTERED_RELEASED,,True,False,,VETERAN_ROSTERED_RELEASED,True,2025 league roster with confirmed salary,historical_salaries_2025_raw.csv,2026-09-03,0.9,
Justin Herbert,justin herbert,QB,,historical_salaries,VETERAN_ROSTERED_RELEASED,,True,False,,VETERAN_ROSTERED_RELEASED,True,2025 league roster with confirmed salary,historical_salaries_2025_raw.csv,2026-09-03,0.9,
Tory Horton,tory horton,WR,,historical_salaries,VETERAN_KEPT,,True,False,,VETERAN_KEPT,False,keeper decision removes from auction supply,historical_salaries,2026-09-03,1.0,
Jake Ferguson,jake ferguson,TE,,historical_salaries,VETERAN_ROSTERED_RELEASED,,True,False,,VETERAN_ROSTERED_RELEASED,True,2025 league roster with confirmed salary,historical_salaries_2025_raw.csv,2026-09-03,0.9,
Elic Ayomanor,elic ayomanor,WR,,historical_salaries,VETERAN_ROSTERED_RELEASED,,True,False,,VETERAN_ROSTERED_RELEASED,True,2025 league roster with confirmed salary,historical_salaries_2025_raw.csv,2026-09-03,0.9,
Parker Washington,parker washington,WR,,historical_salaries,VETERAN_KEPT,,True,False,,VETERAN_KEPT,False,keeper decision removes from auction supply,historical_salaries,2026-09-03,1.0,
Cade Otton,cade otton,TE,,historical_salaries,VETERAN_ROSTERED_RELEASED,,True,False,,VETERAN_ROSTERED_RELEASED,True,2025 league roster with confirmed salary,historical_salaries_2025_raw.csv,2026-09-03,0.9,
Dontayavion Wicks,dontayavion wicks,WR,,historical_salaries,VETERAN_ROSTERED_RELEASED,,True,False,,VETERAN_ROSTERED_RELEASED,True,2025 league roster with confirmed salary,historical_salaries_2025_raw.csv,2026-09-03,0.9,
CeeDee Lamb,ceedee lamb,WR,,historical_salaries,VETERAN_KEPT,,True,False,,VETERAN_KEPT,False,keeper decision removes from auction supply,historical_salaries,2026-09-03,1.0,
Trey McBride,trey mcbride,TE,,historical_salaries,VETERAN_KEPT,,True,False,,VETERAN_KEPT,False,keeper decision removes from auction supply,historical_salaries,2026-09-03,1.0,
AJ Brown,aj brown,WR,,historical_salaries,VETERAN_KEPT,,True,False,,VETERAN_KEPT,False,keeper decision removes from auction supply,historical_salaries,2026-09-03,1.0,
Bijan Robinson,bijan robinson,RB,,historical_salaries,VETERAN_KEPT,,True,False,,VETERAN_KEPT,False,keeper decision removes from auction supply,historical_salaries,2026-09-03,1.0,
Jahmyr Gibbs,jahmyr gibbs,RB,,historical_salaries,VETERAN_KEPT,,True,False,,VETERAN_KEPT,False,keeper decision removes from auction supply,historical_salaries,2026-09-03,1.0,
Kenneth Walker,kenneth walker,RB,,historical_salaries,VETERAN_KEPT,,True,False,,VETERAN_KEPT,False,keeper decision removes from auction supply,historical_salaries,2026-09-03,1.0,
Joe Burrow,joe burrow,QB,,historical_salaries,VETERAN_ROSTERED_RELEASED,,True,False,,VETERAN_ROSTERED_RELEASED,True,2025 league roster with confirmed salary,historical_salaries_2025_raw.csv,2026-09-03,0.9,
Dak Prescott,dak prescott,QB,,historical_salaries,VETERAN_ROSTERED_RELEASED,,True,False,,VETERAN_ROSTERED_RELEASED,True,2025 league roster with confirmed salary,historical_salaries_2025_raw.csv,2026-09-03,0.9,
Chris Godwin Jr,chris godwin,WR,,historical_salaries,VETERAN_ROSTERED_RELEASED,,True,False,,VETERAN_ROSTERED_RELEASED,True,2025 league roster with confirmed salary,historical_salaries_2025_raw.csv,2026-09-03,0.9,
Nick Chubb,nick chubb,RB,,historical_salaries,VETERAN_ROSTERED_RELEASED,,True,False,,VETERAN_ROSTERED_RELEASED,True,2025 league roster with confirmed salary,historical_salaries_2025_raw.csv,2026-09-03,0.9,
Josh Downs,josh downs,WR,,historical_salaries,VETERAN_ROSTERED_RELEASED,,True,False,,VETERAN_ROSTERED_RELEASED,True,2025 league roster with confirmed salary,historical_salaries_2025_raw.csv,2026-09-03,0.9,
Troy Franklin,troy franklin,WR,,historical_salaries,VETERAN_ROSTERED_RELEASED,,True,False,,VETERAN_ROSTERED_RELEASED,True,2025 league roster with confirmed salary,historical_salaries_2025_raw.csv,2026-09-03,0.9,
Quentin Johnston,quentin johnston,WR,,historical_salaries,VETERAN_KEPT,,True,False,,VETERAN_KEPT,False,keeper decision removes from auction supply,historical_salaries,2026-09-03,1.0,
Romeo Doubs,romeo doubs,WR,,historical_salaries,VETERAN_ROSTERED_RELEASED,,True,False,,VETERAN_ROSTERED_RELEASED,True,2025 league roster with confirmed salary,historical_salaries_2025_raw.csv,2026-09-03,0.9,
Luther Burden,luther burden,WR,,historical_salaries,VETERAN_KEPT,,True,False,,VETERAN_KEPT,False,keeper decision removes from auction supply,historical_salaries,2026-09-03,1.0,
James Cook,james cook,RB,,historical_salaries,VETERAN_ROSTERED_RELEASED,,True,False,,VETERAN_ROSTERED_RELEASED,True,2025 league roster with confirmed salary,historical_salaries_2025_raw.csv,2026-09-03,0.9,
Rome Odunze,rome odunze,WR,,historical_salaries,VETERAN_KEPT,,True,False,,VETERAN_KEPT,False,keeper decision removes from auction supply,historical_salaries,2026-09-03,1.0,
Caleb Williams,caleb williams,QB,,historical_salaries,VETERAN_KEPT,,True,False,,VETERAN_KEPT,False,keeper decision removes from auction supply,historical_salaries,2026-09-03,1.0,
George Kittle,george kittle,TE,,historical_salaries,VETERAN_ROSTERED_RELEASED,,True,False,,VETERAN_ROSTERED_RELEASED,True,2025 league roster with confirmed salary,historical_salaries_2025_raw.csv,2026-09-03,0.9,
Kyle Monangai,kyle monangai,RB,,historical_salaries,VETERAN_KEPT,,True,False,,VETERAN_KEPT,False,keeper decision removes from auction supply,historical_salaries,2026-09-03,1.0,
Jayden Higgins,jayden higgins,WR,,historical_salaries,VETERAN_ROSTERED_RELEASED,,True,False,,VETERAN_ROSTERED_RELEASED,True,2025 league roster with confirmed salary,historical_salaries_2025_raw.csv,2026-09-03,0.9,
AD Mitchell,ad mitchell,WR,,historical_salaries,VETERAN_ROSTERED_RELEASED,,True,False,,VETERAN_ROSTERED_RELEASED,True,2025 league roster with confirmed salary,historical_salaries_2025_raw.csv,2026-09-03,0.9,
AJ Barner,aj barner,TE,,historical_salaries,VETERAN_ROSTERED_RELEASED,,True,False,,VETERAN_ROSTERED_RELEASED,True,2025 league roster with confirmed salary,historical_salaries_2025_raw.csv,2026-09-03,0.9,
Blake Corum,blake corum,RB,,historical_salaries,VETERAN_KEPT,,True,False,,VETERAN_KEPT,False,keeper decision removes from auction supply,historical_salaries,2026-09-03,1.0,
Tre Tucker,tre tucker,WR,,historical_salaries,VETERAN_ROSTERED_RELEASED,,True,False,,VETERAN_ROSTERED_RELEASED,True,2025 league roster with confirmed salary,historical_salaries_2025_raw.csv,2026-09-03,0.9,
Christian Watson,christian watson,WR,,historical_salaries,VETERAN_KEPT,,True,False,,VETERAN_KEPT,False,keeper decision removes from auction supply,historical_salaries,2026-09-03,1.0,
Kayshon Boutte,kayshon boutte,WR,,historical_salaries,VETERAN_ROSTERED_RELEASED,,True,False,,VETERAN_ROSTERED_RELEASED,True,2025 league roster with confirmed salary,historical_salaries_2025_raw.csv,2026-09-03,0.9,
Pat Bryant,pat bryant,WR,,historical_salaries,VETERAN_ROSTERED_RELEASED,,True,False,,VETERAN_ROSTERED_RELEASED,True,2025 league roster with confirmed salary,historical_salaries_2025_raw.csv,2026-09-03,0.9,
Bill Croskey-Merritt,bill croskey merritt,RB,,historical_salaries,VETERAN_ROSTERED_RELEASED,,True,False,,VETERAN_ROSTERED_RELEASED,True,2025 league roster with confirmed salary,historical_salaries_2025_raw.csv,2026-09-03,0.9,
Keaton Mitchell,keaton mitchell,RB,,historical_salaries,VETERAN_ROSTERED_RELEASED,,True,False,,VETERAN_ROSTERED_RELEASED,True,2025 league roster with confirmed salary,historical_salaries_2025_raw.csv,2026-09-03,0.9,
Evan Hull,evan hull,RB,,historical_salaries,VETERAN_ROSTERED_RELEASED,,True,False,,VETERAN_ROSTERED_RELEASED,True,2025 league roster with confirmed salary,historical_salaries_2025_raw.csv,2026-09-03,0.9,
Jayden Reed,jayden reed,WR,,historical_salaries,VETERAN_KEPT,,True,False,,VETERAN_KEPT,False,keeper decision removes from auction supply,historical_salaries,2026-09-03,1.0,
Malik Nabers,malik nabers,WR,,historical_salaries,VETERAN_KEPT,,True,False,,VETERAN_KEPT,False,keeper decision removes from auction supply,historical_salaries,2026-09-03,1.0,
Woody Marks,woody marks,RB,,historical_salaries,VETERAN_KEPT,,True,False,,VETERAN_KEPT,False,keeper decision removes from auction supply,historical_salaries,2026-09-03,1.0,
Xavier Worthy,xavier worthy,WR,,historical_salaries,VETERAN_ROSTERED_RELEASED,,True,False,,VETERAN_ROSTERED_RELEASED,True,2025 league roster with confirmed salary,historical_salaries_2025_raw.csv,2026-09-03,0.9,
Baker Mayfield,baker mayfield,QB,,historical_salaries,VETERAN_ROSTERED_RELEASED,,True,False,,VETERAN_ROSTERED_RELEASED,True,2025 league roster with confirmed salary,historical_salaries_2025_raw.csv,2026-09-03,0.9,
Tet McMillan,tet mcmillan,WR,,historical_salaries,VETERAN_ROSTERED_RELEASED,,True,False,,VETERAN_ROSTERED_RELEASED,True,2025 league roster with confirmed salary,historical_salaries_2025_raw.csv,2026-09-03,0.9,
Mark Andrews,mark andrews,TE,,historical_salaries,VETERAN_ROSTERED_RELEASED,,True,False,,VETERAN_ROSTERED_RELEASED,True,2025 league roster with confirmed salary,historical_salaries_2025_raw.csv,2026-09-03,0.9,
Rashid Shaheed,rashid shaheed,WR,,historical_salaries,VETERAN_ROSTERED_RELEASED,,True,False,,VETERAN_ROSTERED_RELEASED,True,2025 league roster with confirmed salary,historical_salaries_2025_raw.csv,2026-09-03,0.9,
Isiah Pacheco,isiah pacheco,RB,,historical_salaries,VETERAN_ROSTERED_RELEASED,,True,False,,VETERAN_ROSTERED_RELEASED,True,2025 league roster with confirmed salary,historical_salaries_2025_raw.csv,2026-09-03,0.9,
Jared Goff,jared goff,QB,,historical_salaries,VETERAN_ROSTERED_RELEASED,,True,False,,VETERAN_ROSTERED_RELEASED,True,2025 league roster with confirmed salary,historical_salaries_2025_raw.csv,2026-09-03,0.9,
Rhamondre Stevenson,rhamondre stevenson,RB,,historical_salaries,VETERAN_KEPT,,True,False,,VETERAN_KEPT,False,keeper decision removes from auction supply,historical_salaries,2026-09-03,1.0,
Tyler Allgeier,tyler allgeier,RB,,historical_salaries,VETERAN_ROSTERED_RELEASED,,True,False,,VETERAN_ROSTERED_RELEASED,True,2025 league roster with confirmed salary,historical_salaries_2025_raw.csv,2026-09-03,0.9,
Hunter Henry,hunter henry,TE,,historical_salaries,VETERAN_KEPT,,True,False,,VETERAN_KEPT,False,keeper decision removes from auction supply,historical_salaries,2026-09-03,1.0,
Xavier Legette,xavier legette,WR,,historical_salaries,VETERAN_ROSTERED_RELEASED,,True,False,,VETERAN_ROSTERED_RELEASED,True,2025 league roster with confirmed salary,historical_salaries_2025_raw.csv,2026-09-03,0.9,
TJ Hockenson,tj hockenson,TE,,historical_salaries,VETERAN_ROSTERED_RELEASED,,True,False,,VETERAN_ROSTERED_RELEASED,True,2025 league roster with confirmed salary,historical_salaries_2025_raw.csv,2026-09-03,0.9,
Tetairoa McMillan,tetairoa mcmillan,WR,,fantasypros_expansion,VETERAN_KEPT,,True,False,,VETERAN_KEPT,False,keeper decision removes from auction supply,fantasypros_expansion,2026-09-03,1.0,
MarShawn Lloyd,marshawn lloyd,RB,,fantasypros_expansion,VETERAN_KEPT,,True,False,,VETERAN_KEPT,False,keeper decision removes from auction supply,fantasypros_expansion,2026-09-03,1.0,
Jeremiyah Love,jeremiyah love,RB,ARI,fantasypros_expansion,COLLEGE_RIGHTS_HELD,,False,True,,COLLEGE_RIGHTS_HELD,False,college_holdings audit: no_nfl_debut_detected,college_holdings.csv,2026-09-03,0.95,college_rights_block
Carnell Tate,carnell tate,WR,TEN,fantasypros_expansion,COLLEGE_RIGHTS_HELD,,False,True,,COLLEGE_RIGHTS_HELD,False,college_holdings audit: no_nfl_debut_detected,college_holdings.csv,2026-09-03,0.95,college_rights_block
Jadarian Price,jadarian price,RB,SEA,fantasypros_expansion,COLLEGE_RIGHTS_HELD,,False,True,,COLLEGE_RIGHTS_HELD,False,college_holdings audit: no_nfl_debut_detected,college_holdings.csv,2026-09-03,0.95,college_rights_block
Jonathon Brooks,jonathon brooks,RB,CAR,fantasypros_expansion,UNKNOWN_STATUS,,False,False,,UNKNOWN_STATUS,False,FantasyPros-ranked only; no verified NFL debut or league salary,FantasyPros_2026_Draft_ALL_Rankings.csv,2026-09-03,0.3,fp_only_no_debut_verification
Kenny Gainwell,kenny gainwell,RB,TB,fantasypros_expansion,UNKNOWN_STATUS,,False,False,,UNKNOWN_STATUS,False,FantasyPros-ranked only; no verified NFL debut or league salary,FantasyPros_2026_Draft_ALL_Rankings.csv,2026-09-03,0.3,fp_only_no_debut_verification
Makai Lemon,makai lemon,WR,PHI,fantasypros_expansion,COLLEGE_RIGHTS_HELD,,False,True,,COLLEGE_RIGHTS_HELD,False,college_holdings audit: no_nfl_debut_detected,college_holdings.csv,2026-09-03,0.95,college_rights_block
Rachaad White,rachaad white,RB,WAS,fantasypros_expansion,UNKNOWN_STATUS,,False,False,,UNKNOWN_STATUS,False,FantasyPros-ranked only; no verified NFL debut or league salary,FantasyPros_2026_Draft_ALL_Rankings.csv,2026-09-03,0.3,fp_only_no_debut_verification
Jacory Croskey-Merritt,jacory croskey merritt,RB,WAS,fantasypros_expansion,UNKNOWN_STATUS,,False,False,,UNKNOWN_STATUS,False,FantasyPros-ranked only; no verified NFL debut or league salary,FantasyPros_2026_Draft_ALL_Rankings.csv,2026-09-03,0.3,fp_only_no_debut_verification
KC Concepcion,kc concepcion,WR,CLE,fantasypros_expansion,UNKNOWN_STATUS,,False,False,,UNKNOWN_STATUS,False,FantasyPros-ranked only; no verified NFL debut or league salary,FantasyPros_2026_Draft_ALL_Rankings.csv,2026-09-03,0.3,fp_only_no_debut_verification
Isaiah Likely,isaiah likely,TE,NYG,fantasypros_expansion,UNKNOWN_STATUS,,False,False,,UNKNOWN_STATUS,False,FantasyPros-ranked only; no verified NFL debut or league salary,FantasyPros_2026_Draft_ALL_Rankings.csv,2026-09-03,0.3,fp_only_no_debut_verification
Tyler Shough,tyler shough,QB,NO,fantasypros_expansion,UNKNOWN_STATUS,,False,False,,UNKNOWN_STATUS,False,FantasyPros-ranked only; no verified NFL debut or league salary,FantasyPros_2026_Draft_ALL_Rankings.csv,2026-09-03,0.3,fp_only_no_debut_verification
Malik Willis,malik willis,QB,MIA,fantasypros_expansion,UNKNOWN_STATUS,,False,False,,UNKNOWN_STATUS,False,FantasyPros-ranked only; no verified NFL debut or league salary,FantasyPros_2026_Draft_ALL_Rankings.csv,2026-09-03,0.3,fp_only_no_debut_verification
Jordyn Tyson,jordyn tyson,WR,NO,fantasypros_expansion,COLLEGE_RIGHTS_HELD,,False,True,,COLLEGE_RIGHTS_HELD,False,college_holdings audit: no_nfl_debut_detected,college_holdings.csv,2026-09-03,0.95,college_rights_block
De'Zhaun Stribling,dezhaun stribling,WR,SF,fantasypros_expansion,UNKNOWN_STATUS,,False,False,,UNKNOWN_STATUS,False,FantasyPros-ranked only; no verified NFL debut or league salary,FantasyPros_2026_Draft_ALL_Rankings.csv,2026-09-03,0.3,fp_only_no_debut_verification
Sam Darnold,sam darnold,QB,SEA,fantasypros_expansion,UNKNOWN_STATUS,,False,False,,UNKNOWN_STATUS,False,FantasyPros-ranked only; no verified NFL debut or league salary,FantasyPros_2026_Draft_ALL_Rankings.csv,2026-09-03,0.3,fp_only_no_debut_verification
Dylan Sampson,dylan sampson,RB,CLE,fantasypros_expansion,UNKNOWN_STATUS,,False,False,,UNKNOWN_STATUS,False,FantasyPros-ranked only; no verified NFL debut or league salary,FantasyPros_2026_Draft_ALL_Rankings.csv,2026-09-03,0.3,fp_only_no_debut_verification
Denzel Boston,denzel boston,WR,CLE,fantasypros_expansion,COLLEGE_RIGHTS_HELD,,False,True,,COLLEGE_RIGHTS_HELD,False,college_holdings audit: no_nfl_debut_detected,college_holdings.csv,2026-09-03,0.95,college_rights_block
Cam Ward,cam ward,QB,TEN,fantasypros_expansion,UNKNOWN_STATUS,,False,False,,UNKNOWN_STATUS,False,FantasyPros-ranked only; no verified NFL debut or league salary,FantasyPros_2026_Draft_ALL_Rankings.csv,2026-09-03,0.3,fp_only_no_debut_verification
Jonah Coleman,jonah coleman,RB,DEN,fantasypros_expansion,COLLEGE_RIGHTS_HELD,,False,True,,COLLEGE_RIGHTS_HELD,False,college_holdings audit: no_nfl_debut_detected,college_holdings.csv,2026-09-03,0.95,college_rights_block
Chig Okonkwo,chig okonkwo,TE,WAS,fantasypros_expansion,UNKNOWN_STATUS,,False,False,,UNKNOWN_STATUS,False,FantasyPros-ranked only; no verified NFL debut or league salary,FantasyPros_2026_Draft_ALL_Rankings.csv,2026-09-03,0.3,fp_only_no_debut_verification
Adonai Mitchell,adonai mitchell,WR,NYJ,fantasypros_expansion,UNKNOWN_STATUS,,False,False,,UNKNOWN_STATUS,False,FantasyPros-ranked only; no verified NFL debut or league salary,FantasyPros_2026_Draft_ALL_Rankings.csv,2026-09-03,0.3,fp_only_no_debut_verification
Tank Bigsby,tank bigsby,RB,PHI,fantasypros_expansion,UNKNOWN_STATUS,,False,False,,UNKNOWN_STATUS,False,FantasyPros-ranked only; no verified NFL debut or league salary,FantasyPros_2026_Draft_ALL_Rankings.csv,2026-09-03,0.3,fp_only_no_debut_verification
Bryce Young,bryce young,QB,CAR,fantasypros_expansion,UNKNOWN_STATUS,,False,False,,UNKNOWN_STATUS,False,FantasyPros-ranked only; no verified NFL debut or league salary,FantasyPros_2026_Draft_ALL_Rankings.csv,2026-09-03,0.3,fp_only_no_debut_verification
Jerry Jeudy,jerry jeudy,WR,CLE,fantasypros_expansion,UNKNOWN_STATUS,,False,False,,UNKNOWN_STATUS,False,FantasyPros-ranked only; no verified NFL debut or league salary,FantasyPros_2026_Draft_ALL_Rankings.csv,2026-09-03,0.3,fp_only_no_debut_verification
Mike Washington Jr.,mike washington,RB,LV,fantasypros_expansion,UNKNOWN_STATUS,,False,False,,UNKNOWN_STATUS,False,FantasyPros-ranked only; no verified NFL debut or league salary,FantasyPros_2026_Draft_ALL_Rankings.csv,2026-09-03,0.3,fp_only_no_debut_verification
Jauan Jennings,jauan jennings,WR,MIN,fantasypros_expansion,UNKNOWN_STATUS,,False,False,,UNKNOWN_STATUS,False,FantasyPros-ranked only; no verified NFL debut or league salary,FantasyPros_2026_Draft_ALL_Rankings.csv,2026-09-03,0.3,fp_only_no_debut_verification
Dontayvion Wicks,dontayvion wicks,WR,PHI,fantasypros_expansion,UNKNOWN_STATUS,,False,False,,UNKNOWN_STATUS,False,FantasyPros-ranked only; no verified NFL debut or league salary,FantasyPros_2026_Draft_ALL_Rankings.csv,2026-09-03,0.3,fp_only_no_debut_verification
Omar Cooper Jr.,omar cooper,WR,NYJ,fantasypros_expansion,UNKNOWN_STATUS,,False,False,,UNKNOWN_STATUS,False,FantasyPros-ranked only; no verified NFL debut or league salary,FantasyPros_2026_Draft_ALL_Rankings.csv,2026-09-03,0.3,fp_only_no_debut_verification
Ryan Flournoy,ryan flournoy,WR,DAL,fantasypros_expansion,UNKNOWN_STATUS,,False,False,,UNKNOWN_STATUS,False,FantasyPros-ranked only; no verified NFL debut or league salary,FantasyPros_2026_Draft_ALL_Rankings.csv,2026-09-03,0.3,fp_only_no_debut_verification
Emmett Johnson,emmett johnson,RB,KC,fantasypros_expansion,COLLEGE_RIGHTS_HELD,,False,True,,COLLEGE_RIGHTS_HELD,False,college_holdings audit: no_nfl_debut_detected,college_holdings.csv,2026-09-03,0.95,college_rights_block
Jalen Nailor,jalen nailor,WR,LV,fantasypros_expansion,UNKNOWN_STATUS,,False,False,,UNKNOWN_STATUS,False,FantasyPros-ranked only; no verified NFL debut or league salary,FantasyPros_2026_Draft_ALL_Rankings.csv,2026-09-03,0.3,fp_only_no_debut_verification
Ray Davis,ray davis,RB,BUF,fantasypros_expansion,UNKNOWN_STATUS,,False,False,,UNKNOWN_STATUS,False,FantasyPros-ranked only; no verified NFL debut or league salary,FantasyPros_2026_Draft_ALL_Rankings.csv,2026-09-03,0.3,fp_only_no_debut_verification
Calvin Ridley,calvin ridley,WR,TEN,fantasypros_expansion,UNKNOWN_STATUS,,False,False,,UNKNOWN_STATUS,False,FantasyPros-ranked only; no verified NFL debut or league salary,FantasyPros_2026_Draft_ALL_Rankings.csv,2026-09-03,0.3,fp_only_no_debut_verification
Terrance Ferguson,terrance ferguson,TE,LAR,fantasypros_expansion,UNKNOWN_STATUS,,False,False,,UNKNOWN_STATUS,False,FantasyPros-ranked only; no verified NFL debut or league salary,FantasyPros_2026_Draft_ALL_Rankings.csv,2026-09-03,0.3,fp_only_no_debut_verification
Jaylin Noel,jaylin noel,WR,HOU,fantasypros_expansion,UNKNOWN_STATUS,,False,False,,UNKNOWN_STATUS,False,FantasyPros-ranked only; no verified NFL debut or league salary,FantasyPros_2026_Draft_ALL_Rankings.csv,2026-09-03,0.3,fp_only_no_debut_verification
Sean Tucker,sean tucker,RB,TB,fantasypros_expansion,UNKNOWN_STATUS,,False,False,,UNKNOWN_STATUS,False,FantasyPros-ranked only; no verified NFL debut or league salary,FantasyPros_2026_Draft_ALL_Rankings.csv,2026-09-03,0.3,fp_only_no_debut_verification
Gunnar Helm,gunnar helm,TE,TEN,fantasypros_expansion,UNKNOWN_STATUS,,False,False,,UNKNOWN_STATUS,False,FantasyPros-ranked only; no verified NFL debut or league salary,FantasyPros_2026_Draft_ALL_Rankings.csv,2026-09-03,0.3,fp_only_no_debut_verification
Nicholas Singleton,nicholas singleton,RB,TEN,fantasypros_expansion,COLLEGE_RIGHTS_HELD,,False,True,,COLLEGE_RIGHTS_HELD,False,college_holdings audit: no_nfl_debut_detected,college_holdings.csv,2026-09-03,0.95,college_rights_block
Aaron Rodgers,aaron rodgers,QB,PIT,fantasypros_expansion,UNKNOWN_STATUS,,False,False,,UNKNOWN_STATUS,False,FantasyPros-ranked only; no verified NFL debut or league salary,FantasyPros_2026_Draft_ALL_Rankings.csv,2026-09-03,0.3,fp_only_no_debut_verification
Geno Smith,geno smith,QB,NYJ,fantasypros_expansion,UNKNOWN_STATUS,,False,False,,UNKNOWN_STATUS,False,FantasyPros-ranked only; no verified NFL debut or league salary,FantasyPros_2026_Draft_ALL_Rankings.csv,2026-09-03,0.3,fp_only_no_debut_verification
Kenyon Sadiq,kenyon sadiq,TE,NYJ,fantasypros_expansion,COLLEGE_RIGHTS_HELD,,False,True,,COLLEGE_RIGHTS_HELD,False,college_holdings audit: no_nfl_debut_detected,college_holdings.csv,2026-09-03,0.95,college_rights_block
Tank Dell,tank dell,WR,HOU,fantasypros_expansion,UNKNOWN_STATUS,,False,False,,UNKNOWN_STATUS,False,FantasyPros-ranked only; no verified NFL debut or league salary,FantasyPros_2026_Draft_ALL_Rankings.csv,2026-09-03,0.3,fp_only_no_debut_verification
Darnell Mooney,darnell mooney,WR,NYG,fantasypros_expansion,UNKNOWN_STATUS,,False,False,,UNKNOWN_STATUS,False,FantasyPros-ranked only; no verified NFL debut or league salary,FantasyPros_2026_Draft_ALL_Rankings.csv,2026-09-03,0.3,fp_only_no_debut_verification
Isaac TeSlaa,isaac teslaa,WR,DET,fantasypros_expansion,UNKNOWN_STATUS,,False,False,,UNKNOWN_STATUS,False,FantasyPros-ranked only; no verified NFL debut or league salary,FantasyPros_2026_Draft_ALL_Rankings.csv,2026-09-03,0.3,fp_only_no_debut_verification
Pat Freiermuth,pat freiermuth,TE,PIT,fantasypros_expansion,UNKNOWN_STATUS,,False,False,,UNKNOWN_STATUS,False,FantasyPros-ranked only; no verified NFL debut or league salary,FantasyPros_2026_Draft_ALL_Rankings.csv,2026-09-03,0.3,fp_only_no_debut_verification
Kaytron Allen,kaytron allen,RB,WAS,fantasypros_expansion,COLLEGE_RIGHTS_HELD,,False,True,,COLLEGE_RIGHTS_HELD,False,college_holdings audit: no_nfl_debut_detected,college_holdings.csv,2026-09-03,0.95,college_rights_block
Ja'Kobi Lane,jakobi lane,WR,BAL,fantasypros_expansion,COLLEGE_RIGHTS_HELD,,False,True,,COLLEGE_RIGHTS_HELD,False,college_holdings audit: no_nfl_debut_detected,college_holdings.csv,2026-09-03,0.95,college_rights_block
Germie Bernard,germie bernard,WR,PIT,fantasypros_expansion,COLLEGE_RIGHTS_HELD,,False,True,,COLLEGE_RIGHTS_HELD,False,college_holdings audit: no_nfl_debut_detected,college_holdings.csv,2026-09-03,0.95,college_rights_block
Zachariah Branch,zachariah branch,WR,ATL,fantasypros_expansion,COLLEGE_RIGHTS_HELD,,False,True,,COLLEGE_RIGHTS_HELD,False,college_holdings audit: no_nfl_debut_detected,college_holdings.csv,2026-09-03,0.95,college_rights_block
Greg Dulcich,greg dulcich,TE,MIA,fantasypros_expansion,UNKNOWN_STATUS,,False,False,,UNKNOWN_STATUS,False,FantasyPros-ranked only; no verified NFL debut or league salary,FantasyPros_2026_Draft_ALL_Rankings.csv,2026-09-03,0.3,fp_only_no_debut_verification
Justice Hill,justice hill,RB,BAL,fantasypros_expansion,UNKNOWN_STATUS,,False,False,,UNKNOWN_STATUS,False,FantasyPros-ranked only; no verified NFL debut or league salary,FantasyPros_2026_Draft_ALL_Rankings.csv,2026-09-03,0.3,fp_only_no_debut_verification
Antonio Williams,antonio williams,WR,WAS,fantasypros_expansion,COLLEGE_RIGHTS_HELD,,False,True,,COLLEGE_RIGHTS_HELD,False,college_holdings audit: no_nfl_debut_detected,college_holdings.csv,2026-09-03,0.95,college_rights_block
George Holani,george holani,RB,SEA,fantasypros_expansion,UNKNOWN_STATUS,,False,False,,UNKNOWN_STATUS,False,FantasyPros-ranked only; no verified NFL debut or league salary,FantasyPros_2026_Draft_ALL_Rankings.csv,2026-09-03,0.3,fp_only_no_debut_verification
Caleb Douglas,caleb douglas,WR,MIA,fantasypros_expansion,UNKNOWN_STATUS,,False,False,,UNKNOWN_STATUS,False,FantasyPros-ranked only; no verified NFL debut or league salary,FantasyPros_2026_Draft_ALL_Rankings.csv,2026-09-03,0.3,fp_only_no_debut_verification
